AMIE,Nombre_Institucion,Provincia,Canton,Parroquia,Sostenimiento,Area,Total_Anios_Registrados,Primer_Anio,Ultimo_Anio
17H00101,SANTA MARIA DE LOS ANGELES,PICHINCHA,QUITO,COTOCOLLAO,Particular,Urbana,17,2009-2010,2025-2026
17H02019,SANTIAGO APOSTOL FE Y ALEGRIA,PICHINCHA,QUITO,PUEMBO,Fiscomisional,Rural,17,2009-2010,2025-2026
17H00312,SEK ECUADOR,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Particular,Urbana,17,2009-2010,2025-2026
17H00255,STEPHEN HAWKING,PICHINCHA,QUITO,COCHAPAMBA,Particular,Urbana,12,2009-2010,2020-2021
17H02846,TALES DE MILETO,PICHINCHA,QUITO,CALDERON (CARAPUNGO),Particular,Rural,6,2009-2010,2014-2015
17H01119,TIWINTZA,PICHINCHA,QUITO,CHILLOGALLO,Particular,Urbana,8,2009-2010,2016-2017
17H02809,UNIDAD EDUCATIVA A DISTANCIA DE PICHINCHA,PICHINCHA,QUITO,QUITO,Fiscal,Urbana,17,2009-2010,2025-2026
17H00627,UNITED KINGDOM,PICHINCHA,QUITO,LA MAGDALENA,Particular,Urbana,6,2009-2010,2014-2015
24H00091,AURELIO CARRERA CALVO,SANTA ELENA,SANTA ELENA,COLONCHE,Fiscal,Rural,17,2009-2010,2025-2026
24H00100,COLEGIO FISCAL LUZ DE AMERICA,SANTA ELENA,SANTA ELENA,COLONCHE,Fiscal,Rural,6,2009-2010,2014-2015
24H00142,ESC FRANZ WARZAWA,SANTA ELENA,SANTA ELENA,MANGLARALTO,Fiscal,Rural,17,2009-2010,2025-2026
24H00175,JUAN MELCHOR VERA,SANTA ELENA,SANTA ELENA,SIMON BOLIVAR (JULIO MORENO),Fiscal,Rural,17,2009-2010,2025-2026
24H00282,MEDINA DOMINGUEZ,SANTA ELENA,SALINAS,SANTA ROSA,Particular,Urbana,17,2009-2010,2025-2026
24H00084,MIGUEL DE LETAMENDI,SANTA ELENA,SANTA ELENA,COLONCHE,Fiscal,Rural,17,2009-2010,2025-2026
24H00208,ROSENDO MEJILLON,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Particular,Urbana,17,2009-2010,2025-2026
23H00234,COLEGIO LUIS RIVADENEIRA ECHEVERRIA,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO VERDE,Fiscal,Urbana,17,2009-2010,2025-2026
23H00458,COLEGIO NACIONAL MIXTO 28 DE SEPTIEMBRE,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ALLURIQUIN,Fiscal,Rural,8,2009-2010,2016-2017
23H00659,COLG. JAIME DEL HIERRO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTA MARIA DEL TOACHI,Fiscal,Rural,17,2009-2010,2025-2026
23H00136,ELENA G DE WHITE,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,BOMBOLI,Particular,Urbana,6,2009-2010,2014-2015
23H00652,ESCUELA  JOAQUIN  PINTO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTA MARIA DEL TOACHI,Fiscal,Rural,10,2009-2010,2018-2019
23H00196,PENSIONADO UNIVERSITARIO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO VERDE,Particular,Urbana,7,2009-2010,2015-2016
23H00280,REPUBLICA DE CANADA,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Fiscal,Urbana,17,2009-2010,2025-2026
23H00010,SAN JUAN DE DIOS,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ABRAHAM CALAZACON,Particular,Urbana,7,2009-2010,2015-2016
21H00694,CARLOS JULIO AROSEMENA TOLA,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,Fiscal,Urbana,17,2009-2010,2025-2026
21H00034,CENTRO DE FORMACION ARTESANAL ECUADOR,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,Fiscal,Urbana,6,2009-2010,2014-2015
21H00385,DOLORES VEINTIMILLA DE GALINDO,SUCUMBIOS,GONZALO PIZARRO,LUMBAQUI,Fiscal,Urbana,6,2009-2010,2014-2015
21H00197,DR MIGUEL RIOFRIO PEDREROS,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,Fiscal,Rural,17,2009-2010,2025-2026
21H00777,ISACC BARRERA QUIROZ,SUCUMBIOS,CUYABENO,CUYABENO,Fiscal,Rural,6,2009-2010,2014-2015
21H00195,JOSE LUIS TAMAYO,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,Fiscal,Rural,17,2009-2010,2025-2026
21H00771,LUZ DEL ORIENTE,SUCUMBIOS,CUYABENO,TARAPOA,Fiscal,Urbana,6,2009-2010,2014-2015
21H00634,MARIA EVANGELINA HERRERA,SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,Fiscal,Rural,9,2009-2010,2025-2026
21H00588,MONSEÃOR CESAR ANTONIO MOSQUERA,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),Fiscal,Rural,17,2009-2010,2025-2026
21H00254,NUEVA LOJA,SUCUMBIOS,LAGO AGRIO,EL ENO,Fiscal,Rural,17,2009-2010,2025-2026
21B00130,PACHAKUTIK,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,Fiscal,Urbana,17,2009-2010,2025-2026
21H00286,REPUBLICA DE ALEMANIA,SUCUMBIOS,LAGO AGRIO,PACAYACU,Fiscal,Rural,10,2009-2010,2018-2019
21H00337,RIO COCHAS DEL BETANO,SUCUMBIOS,LAGO AGRIO,JAMBELI,Fiscal,Rural,17,2009-2010,2025-2026
21H00643,SUCUMBIOS,SUCUMBIOS,SUCUMBIOS,LA BONITA,Fiscal,Urbana,17,2009-2010,2025-2026
18H00413,13 DE SEPTIEMBRE,TUNGURAHUA,PATATE,PATATE,Fiscal,Urbana,17,2009-2010,2025-2026
18H00315,ARCHIPIELAGO DE COLON,TUNGURAHUA,AMBATO,SANTA ROSA,Fiscal,Rural,17,2009-2010,2025-2026
18H00600,ATI  PILLAHUAZO,TUNGURAHUA,SANTIAGO DE PILLARO,SAN ANDRES,Fiscal,Rural,8,2009-2010,2016-2017
18H00161,CENTRO EDUCATIVO BILINGUE LA GRANJA CEBLAG,TUNGURAHUA,AMBATO,MATRIZ,Particular,Urbana,17,2009-2010,2025-2026
18H00084,CENTRO EDUCATIVO JARDIN DEL EDEN,TUNGURAHUA,AMBATO,HUACHI LORETO,Particular,Urbana,6,2009-2010,2014-2015
18H00140,CENTRO ESCOLAR ECUADOR,TUNGURAHUA,AMBATO,MATRIZ,Particular,Urbana,17,2009-2010,2025-2026
18B00035,MANUEL J. CALLE,TUNGURAHUA,AMBATO,QUISAPINCHA (QUIZAPINCHA),Fiscal,Rural,17,2009-2010,2025-2026
18H00291,NICOLAS MARTINEZ,TUNGURAHUA,AMBATO,SAN BARTOLOME DE PINLLOG,Fiscal,Rural,17,2009-2010,2025-2026
19H00190,BELIZA  GARCIA,ZAMORA CHINCHIPE,CHINCHIPE,CHITO,Fiscal,Rural,17,2009-2010,2025-2026
19H00423,COLEGIO NACIONAL EL PORVENIR,ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,Fiscal,Rural,17,2009-2010,2025-2026
19H00107,ESCUELA   BERNARDO VALDIVIESO,ZAMORA CHINCHIPE,ZAMORA,SAN CARLOS DE LAS MINAS,Fiscal,Rural,17,2009-2010,2025-2026
19H00457,FERNANDO DAQUILEMA,ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DEL VERGEL,Fiscal,Rural,17,2009-2010,2025-2026
19B00043,JAIME ROLDOS AGUILERA,ZAMORA CHINCHIPE,YACUAMBI,TUTUPALI,Fiscal,Rural,17,2009-2010,2025-2026
19H00071,JOSE MARTI,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,Fiscal,Rural,14,2009-2010,2022-2023
19H00215,PEDRO FERMIN CEVALLOS,ZAMORA CHINCHIPE,NANGARITZA,ZURMI,Fiscal,Rural,17,2009-2010,2025-2026
19B00085,SIN NOMBRE,ZAMORA CHINCHIPE,NANGARITZA,ZURMI,Fiscal,Rural,16,2009-2010,2024-2025
01H01670,12 DE ABRIL,AZUAY,CUENCA,CAÃARIBAMBA,Fiscal,Urbana,16,2010-2011,2025-2026
01B00069,20 DE AGOSTO,AZUAY,CAMILO PONCE ENRIQUEZ,EL CARMEN DEL PIJILI,Fiscal,Rural,16,2010-2011,2025-2026
01H01650,ALICIA LOZA MENESES,AZUAY,CUENCA,EL SAGRARIO,Particular,Urbana,16,2010-2011,2025-2026
01H01632,CARGUA,AZUAY,CUENCA,MOLLETURO,Fiscal,Rural,16,2010-2011,2025-2026
01H01629,CARLOS MEJIA,AZUAY,CUENCA,CHAUCHA,Fiscal,Rural,15,2010-2011,2024-2025
01H01641,CEBCI,AZUAY,CUENCA,MONAY,Particular,Urbana,16,2010-2011,2025-2026
01H01677,CENTRO DE DESARROLLO INFANTIL BAMBI,AZUAY,CUENCA,SAN SEBASTIAN,Particular,Urbana,16,2010-2011,2025-2026
01H01665,CENTRO EDUCATIVO ROUSSEAU,AZUAY,CUENCA,BAÃOS,Particular,Rural,13,2010-2011,2022-2023
01H01644,COLEGIO PARTICULAR SINDICATO DE CHOFERES DE LA CIUDAD DE CUENCA,AZUAY,CUENCA,SUCRE,Particular,Urbana,16,2010-2011,2025-2026
01H00258,COREL,AZUAY,CUENCA,MONAY,Particular,Urbana,16,2010-2011,2025-2026
01H01623,DUCO,AZUAY,PUCARA,PUCARA,Fiscal,Urbana,16,2010-2011,2025-2026
01H01668,EL ARENAL,AZUAY,CUENCA,EL BATAN,Municipal,Urbana,16,2010-2011,2025-2026
01H01324,ESCUELA FISCAL MIXTA DE PICHILCAY,AZUAY,CAMILO PONCE ENRIQUEZ,EL CARMEN DEL PIJILI,Fiscal,Rural,16,2010-2011,2025-2026
01H01667,FERNANDO ORDOÃEZ CORDERO,AZUAY,CUENCA,HUAYNACAPAC,Particular,Urbana,13,2010-2011,2022-2023
01H01649,HERMANO MIGUEL0DE LA SALLE,AZUAY,CUENCA,HUAYNACAPAC,Particular,Urbana,16,2010-2011,2025-2026
01H01630,HUGO LEON,AZUAY,GUALACEO,GUALACEO,Fiscal,Urbana,16,2010-2011,2025-2026
01H01646,JARDIN DEL AZUAY,AZUAY,GUALACEO,GUALACEO,Particular,Urbana,16,2010-2011,2025-2026
01H00204,JOSE MARIA VELAZ EXT 68 B,AZUAY,CUENCA,HUAYNACAPAC,Fiscomisional,Urbana,15,2010-2011,2024-2025
01H01659,JOSE MARIA VELAZ S.J. EXT. 150B,AZUAY,GUALACEO,GUALACEO,Fiscomisional,Urbana,14,2010-2011,2023-2024
01H01673,JOSE MARIA VELAZ S.J. EXT. 73,AZUAY,NABON,COCHAPATA,Fiscomisional,Rural,14,2010-2011,2023-2024
01H01627,LA VICTORIA,AZUAY,CAMILO PONCE ENRIQUEZ,EL CARMEN DEL PIJILI,Municipal,Rural,16,2010-2011,2025-2026
01H00162,LICEO DEL AZUAY,AZUAY,CUENCA,GIL RAMIREZ DAVALOS,Particular,Urbana,16,2010-2011,2025-2026
01H01601,MARIA EUFEMIA GUANANGA,AZUAY,CUENCA,MOLLETURO,Fiscal,Rural,16,2010-2011,2025-2026
01B00065,MARIO LEON,AZUAY,CUENCA,MOLLETURO,Fiscal,Rural,16,2010-2011,2025-2026
01H01633,MOLLEPUNGO,AZUAY,PUCARA,SAN RAFAEL DE SHARUG,Municipal,Rural,14,2010-2011,2025-2026
01H01661,PROMOCION SOCIAL INTEGRAL DEL AUSTRO,AZUAY,CUENCA,SUCRE,Particular,Urbana,14,2010-2011,2025-2026
01B00067,QUILLUSISAPAC RICCHARIMUI,AZUAY,NABON,NABON,Fiscal,Urbana,16,2010-2011,2025-2026
01H01626,SAN ANTONIO,AZUAY,CAMILO PONCE ENRIQUEZ,EL CARMEN DEL PIJILI,Fiscal,Rural,6,2010-2011,2015-2016
01H01637,SAN FRANCISCO DE LA MACARENA,AZUAY,PUCARA,PUCARA,Fiscal,Urbana,16,2010-2011,2025-2026
01B00066,SAN VICENTE,AZUAY,CUENCA,QUINGEO,Fiscal,Rural,16,2010-2011,2025-2026
01H01671,TOTORACOCHA,AZUAY,CUENCA,TOTORACOCHA,Municipal,Urbana,16,2010-2011,2025-2026
01H00301,UNIDAD EDUCATIVA FISCOMISIONAL JOSE MARIA VELAZ EXT 105,AZUAY,CUENCA,SAN SEBASTIAN,Fiscomisional,Urbana,16,2010-2011,2025-2026
01H01639,UNIDAD EDUCATIVA PARTICULAR ROSA DE JESUS CORDERO,AZUAY,CUENCA,RICAURTE,Particular,Rural,16,2010-2011,2025-2026
01H01654,UNION GREMIAL DE SASTRES,AZUAY,CUENCA,EL SAGRARIO,Particular,Urbana,9,2010-2011,2018-2019
02H00272,CARLOS MANTILLA JACOME,BOLIVAR,CHILLANES,CHILLANES,Fiscal,Urbana,14,2010-2011,2023-2024
02H00794,COLEGIO POPULAR 23 DE AGOSTO,BOLIVAR,GUARANDA,SAN LUIS DE PAMBIL,Particular,Rural,15,2010-2011,2024-2025
02H00807,DIVINO NIÃO,BOLIVAR,GUARANDA,SAN LUIS DE PAMBIL,Fiscal,Rural,10,2010-2011,2019-2020
02H00812,INTERNACIONAL BOLIVAR,BOLIVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,Particular,Urbana,16,2010-2011,2025-2026
02H00707,ISLA ISABELA,BOLIVAR,GUARANDA,FACUNDO VELA,Fiscal,Rural,16,2010-2011,2025-2026
02H00806,MUNDO DE COLORES,BOLIVAR,ECHEANDIA,ECHEANDIA,Fiscal,Urbana,6,2010-2011,2015-2016
02H00827,PADRE WERNER GALLMEIER,BOLIVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,Particular,Urbana,9,2010-2011,2018-2019
02H00808,PRIMERO DE ABRIL,BOLIVAR,CALUMA,CALUMA,Fiscomisional,Urbana,13,2010-2011,2022-2023
02H00784,ROSA ELENA VELASTEGUI,BOLIVAR,ECHEANDIA,ECHEANDIA,Fiscal,Urbana,16,2010-2011,2025-2026
02H00793,SANTA ROSA DEL CADIAL,BOLIVAR,CHILLANES,CHILLANES,Fiscal,Urbana,16,2010-2011,2025-2026
02B00142,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE LA PAZ GUANUJO,BOLIVAR,GUARANDA,GUANUJO,Fiscal,Urbana,16,2010-2011,2025-2026
04B00013,RIO TRONQUERIA,CARCHI,TULCAN,EL CHICAL,Fiscal,Rural,16,2010-2011,2025-2026
03B00199,15  DE ABRIL,CAÃAR,CAÃAR,GUALLETURO,Fiscal,Rural,16,2010-2011,2025-2026
03H00706,CARLOS GEOVANNY YUQUI MEDINA,CAÃAR,CAÃAR,SAN ANTONIO,Fiscal,Rural,6,2010-2011,2015-2016
03H00700,COLEGIO UNIVERSITARIO CATOLICO,CAÃAR,LA TRONCAL,LA TRONCAL,Particular,Urbana,14,2010-2011,2023-2024
03H00707,PROVINCIA DEL CAÃAR,CAÃAR,LA TRONCAL,MANUEL J. CALLE,Fiscal,Rural,6,2010-2011,2015-2016
03H00710,SIN NOMBRE,CAÃAR,CAÃAR,SAN ANTONIO,Fiscal,Rural,16,2010-2011,2025-2026
06H01529,ANDES COLLEGE,CHIMBORAZO,RIOBAMBA,LICTO,Particular,Rural,16,2010-2011,2025-2026
06H01531,COLEGIO POPULAR PARTICULAR A DISTANCIA  EBENEZER,CHIMBORAZO,RIOBAMBA,VELASCO,Particular,Urbana,11,2010-2011,2025-2026
06H00044,ESC. 11 DE NOVIEMBRE,CHIMBORAZO,RIOBAMBA,LIZARZABURU,Fiscal,Urbana,16,2010-2011,2025-2026
06H01535,PLANETA AZUL,CHIMBORAZO,RIOBAMBA,LIZARZABURU,Particular,Urbana,16,2010-2011,2025-2026
06H01530,RED EDUCATIVA CICALPA,CHIMBORAZO,COLTA,SICALPA,Fiscomisional,Urbana,16,2010-2011,2025-2026
06B00670,SABIDURIA ANDINA MAUCA CORRAL,CHIMBORAZO,COLTA,SICALPA,Fiscal,Urbana,16,2010-2011,2025-2026
06H01528,SIN NOMBRE SAN PABLO DE GUANTUG,CHIMBORAZO,GUAMOTE,GUAMOTE,Fiscal,Urbana,16,2010-2011,2025-2026
06B00640,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE LA PAZ GUAMOTE,CHIMBORAZO,GUAMOTE,GUAMOTE,Particular,Urbana,6,2010-2011,2015-2016
05B00135,5 DE JUNIO,COTOPAXI,PANGUA,EL CORAZON,Fiscal,Urbana,16,2010-2011,2025-2026
05H00857,CORONEL HECTOR ESPINOSA,COTOPAXI,LATACUNGA,TOACASO,Fiscal,Rural,16,2010-2011,2025-2026
05B00136,ESCUELA FISCAL MIXTA REPUBLICA DOMINICANA INTERCULTURAL BILINGUE,COTOPAXI,PANGUA,RAMON CAMPAÃA,Fiscal,Rural,16,2010-2011,2025-2026
05H00865,IDEA   CENTRO DE DESARROLLO INFANTIL,COTOPAXI,LATACUNGA,LA MATRIZ,Particular,Urbana,11,2010-2011,2020-2021
05H00856,IMBABURA,COTOPAXI,PUJILI,ANGAMARCA,Fiscal,Rural,16,2010-2011,2025-2026
05H00855,LUIS FERNANDO RUIZ,COTOPAXI,LATACUNGA,IGNACIO FLORES (PARQUE FLORES),Fiscal,Urbana,16,2010-2011,2025-2026
05H00861,MADISON HIGH SCHOOL,COTOPAXI,SALCEDO,SAN MIGUEL,Particular,Urbana,11,2010-2011,2020-2021
05H00827,PARAGUAY,COTOPAXI,LA MANA,PUCAYACU,Fiscal,Rural,6,2010-2011,2015-2016
05B00134,PAULO FREIRE,COTOPAXI,PANGUA,RAMON CAMPAÃA,Fiscal,Rural,16,2010-2011,2025-2026
05B00132,SIN NOMBRE,COTOPAXI,PANGUA,MORASPUNGO,Fiscal,Rural,16,2010-2011,2025-2026
05B00133,SIN NOMBRE  DE LA COMUNIDAD COLINAS DE DIOS,COTOPAXI,PANGUA,MORASPUNGO,Fiscal,Rural,16,2010-2011,2025-2026
05B00137,SIN NOMBRE EL PARAISO,COTOPAXI,PANGUA,EL CORAZON,Fiscal,Urbana,16,2010-2011,2025-2026
07H01459,ATAHUALPA,EL ORO,MACHALA,PUERTO BOLIVAR,Fiscal,Urbana,6,2010-2011,2015-2016
07H01391,CHARLENE,EL ORO,PASAJE,BOLIVAR,Particular,Urbana,6,2010-2011,2015-2016
07H01461,DEL PACIFICO,EL ORO,MACHALA,MACHALA,Particular,Urbana,16,2010-2011,2025-2026
07B00006,FUENTE DE VIDA,EL ORO,MACHALA,MACHALA,Fiscal,Urbana,16,2010-2011,2025-2026
07H01448,PEDRO VICENTE MALDONADO,EL ORO,PASAJE,PROGRESO,Fiscal,Rural,16,2010-2011,2025-2026
08H01053,10 DE AGOSTO,ESMERALDAS,QUININDE,LA UNION,Fiscal,Rural,16,2010-2011,2025-2026
08H02125,13 DE ABRIL,ESMERALDAS,SAN LORENZO,CALDERON,Fiscal,Rural,16,2010-2011,2025-2026
08H02149,24 DE SEPTIEMBRE,ESMERALDAS,MUISNE,SALIMA,Fiscal,Rural,16,2010-2011,2025-2026
08H02085,26 DE NOVIEMBRE,ESMERALDAS,LA CONCORDIA,LA CONCORDIA,Fiscal,Urbana,16,2010-2011,2025-2026
08H02146,8 DE JULIO,ESMERALDAS,QUININDE,CUBE,Fiscal,Rural,16,2010-2011,2025-2026
08H02081,9 DE OCTUBRE,ESMERALDAS,RIOVERDE,MONTALVO (CAB EN HORQUETA),Fiscal,Rural,16,2010-2011,2025-2026
08H02101,ABOGADO JAIME ROLDOS AGUILERA,ESMERALDAS,LA CONCORDIA,LA CONCORDIA,Particular,Urbana,10,2010-2011,2019-2020
08H01585,ALEGRE FUTURO,ESMERALDAS,QUININDE,CUBE,Fiscal,Rural,16,2010-2011,2025-2026
08H02158,BEATRIZ MEJIA,ESMERALDAS,QUININDE,LA UNION,Fiscal,Rural,16,2010-2011,2025-2026
08H02140,BELLA ESMERALDAS,ESMERALDAS,QUININDE,CUBE,Fiscal,Rural,16,2010-2011,2025-2026
08B00060,BENANCIO TAICUZ,ESMERALDAS,SAN LORENZO,ALTO TAMBO (CAB EN GUADUAL),Fiscal,Rural,16,2010-2011,2025-2026
08H01603,CANTON SAN LORENZO,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Fiscal,Urbana,7,2010-2011,2016-2017
08H00137,CIENCIA Y FE,ESMERALDAS,ESMERALDAS,ESMERALDAS,Particular,Urbana,6,2010-2011,2015-2016
08H01520,CIUDAD DE VENTANA,ESMERALDAS,MUISNE,SAN GREGORIO,Fiscal,Rural,14,2010-2011,2023-2024
08H01514,COLEGIO COMUNITARIO  RICAURTE,ESMERALDAS,SAN LORENZO,TULULBI (CAB. EN RICAURTE),Fiscal,Rural,16,2010-2011,2025-2026
08H01132,COLEGIO JUAN MONTALVO,ESMERALDAS,LA CONCORDIA,LA CONCORDIA,Particular,Urbana,16,2010-2011,2025-2026
08H00796,COLEGIO MIXTO DE EDUCACION POPULAR PATRICIO LOPEZ REASCO DE QUININDE,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Particular,Urbana,10,2010-2011,2019-2020
08B00050,DOMINGO PERDOMO MELCHOR,ESMERALDAS,MUISNE,SAN JOSE DE CHAMANGA,Fiscal,Rural,16,2010-2011,2025-2026
08H01590,DR  RAUL VALLEJO CORRAL,ESMERALDAS,QUININDE,CUBE,Fiscal,Rural,16,2010-2011,2025-2026
08H00725,DR. JOSE MARIA VELASCO IBARRA,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Particular,Urbana,16,2010-2011,2025-2026
08H02136,EDDY REYNA CASTRO,ESMERALDAS,MUISNE,SAN GREGORIO,Fiscal,Rural,16,2010-2011,2025-2026
08H01599,EL CHIPARO,ESMERALDAS,QUININDE,MALIMPIA,Fiscal,Rural,10,2010-2011,2019-2020
08H01576,ENRIQUE ZAMBRANO VERA,ESMERALDAS,ESMERALDAS,CORONEL CARLOS CONCHA TORRES (CAB. EN HUELE),Particular,Rural,16,2010-2011,2025-2026
08B00059,EPERARA SIA PIADAARADE,ESMERALDAS,ELOY ALFARO,BORBON,Fiscal,Rural,16,2010-2011,2025-2026
08H00740,ESCUELA 16 DE SEPTIEMBRE,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Fiscal,Urbana,6,2010-2011,2015-2016
08H01097,ESCUELA CARLOS MARIA DE LA CONDAMINE,ESMERALDAS,QUININDE,LA UNION,Particular,Rural,11,2010-2011,2020-2021
08H00994,ESCUELA FISCAL MIXTA SIMON BARCIA,ESMERALDAS,QUININDE,MALIMPIA,Fiscal,Rural,10,2010-2011,2019-2020
08H01598,EUGENIO ESPEJO,ESMERALDAS,RIOVERDE,CHUMUNDE,Fiscal,Rural,16,2010-2011,2025-2026
08H01250,FE Y ALEGRIA,ESMERALDAS,SAN LORENZO,TAMBILLO,Fiscomisional,Rural,16,2010-2011,2025-2026
08B00056,FIBA SHUPUKA,ESMERALDAS,ELOY ALFARO,TELEMBI,Fiscal,Rural,16,2010-2011,2025-2026
08H01641,ISCUANDECITO,ESMERALDAS,ELOY ALFARO,ANCHAYACU,Fiscal,Rural,16,2010-2011,2025-2026
08H01511,JOSE PLACIDO CAMAAÃO,ESMERALDAS,SAN LORENZO,CONCEPCION,Fiscal,Rural,16,2010-2011,2025-2026
08H01604,JUAN LEON MERA,ESMERALDAS,ELOY ALFARO,ATAHUALPA (CAB. EN CAMARONES),Fiscal,Rural,8,2010-2011,2017-2018
08H00474,LUIS FELIPE CASTRO,ESMERALDAS,ELOY ALFARO,BORBON,Fiscal,Rural,16,2010-2011,2025-2026
08H02144,MARTHA GONZALES,ESMERALDAS,QUININDE,CHURA (CHANCAMA) (CAB. EN EL YERBERO),Fiscal,Rural,14,2010-2011,2025-2026
08H02143,MIGUEL RIOFRIO,ESMERALDAS,LA CONCORDIA,LA CONCORDIA,Fiscal,Urbana,16,2010-2011,2025-2026
08H01383,NUEVO AMANECER,ESMERALDAS,RIOVERDE,CHUMUNDE,Fiscal,Rural,16,2010-2011,2025-2026
08H02164,PALMERA DE LOS ANDES,ESMERALDAS,QUININDE,MALIMPIA,Particular,Rural,7,2010-2011,2016-2017
08B00057,PASHPI,ESMERALDAS,ELOY ALFARO,TELEMBI,Fiscal,Rural,16,2010-2011,2025-2026
08H01131,PROVINCIA DE ESMERALDAS,ESMERALDAS,LA CONCORDIA,LA CONCORDIA,Fiscal,Urbana,16,2010-2011,2025-2026
08B00054,RIO ZAPALLO,ESMERALDAS,ELOY ALFARO,TELEMBI,Fiscal,Rural,16,2010-2011,2025-2026
08B00058,RUMIÃAHUI,ESMERALDAS,QUININDE,CUBE,Fiscal,Rural,16,2010-2011,2025-2026
08H02135,SIN NOMBRE (PAJONAL DE SANTIMA),ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Fiscal,Urbana,16,2010-2011,2025-2026
08H01658,SIN NOMBRE GUABINERO,ESMERALDAS,ELOY ALFARO,COLON ELOY DEL MARIA,Fiscal,Rural,16,2010-2011,2025-2026
08H01252,SIN NOMBRE LA ALEGRIA,ESMERALDAS,SAN LORENZO,TAMBILLO,Fiscal,Rural,16,2010-2011,2025-2026
08B00052,TYAIPI,ESMERALDAS,ELOY ALFARO,TELEMBI,Fiscal,Rural,16,2010-2011,2025-2026
08H00785,UNION Y PROGRESO,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Fiscal,Urbana,16,2010-2011,2025-2026
08H01583,ZAMORA CHINCHIPE,ESMERALDAS,SAN LORENZO,SAN LORENZO,Fiscal,Urbana,16,2010-2011,2025-2026
09H03117,1 DE MAYO,GUAYAS,COLIMES,COLIMES,Fiscal,Urbana,16,2010-2011,2025-2026
09H05814,23 DE JUNIO,GUAYAS,SALITRE,GENERAL VERNAZA (DOS ESTEROS),Fiscal,Rural,16,2010-2011,2025-2026
09H04532,24 DE SEPTIEMBRE,GUAYAS,PEDRO CARBO,PEDRO CARBO,Fiscal,Urbana,16,2010-2011,2025-2026
09H05929,8 DE MARZO,GUAYAS,GUAYAQUIL,ROCAFUERTE,Particular,Urbana,15,2010-2011,2025-2026
09H05120,ABDON CALDERON MUÃOZ,GUAYAS,SIMON BOLIVAR,SIMON BOLIVAR,Fiscal,Urbana,16,2010-2011,2025-2026
09H01840,ACADEMIA NAVAL ALMIRANTE ILLINGWORTH,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,12,2010-2011,2021-2022
09H05941,ADOLFO ALVAREZ ESCOBAR,GUAYAS,MILAGRO,MILAGRO,Fiscal,Urbana,16,2010-2011,2025-2026
09H00665,AGUSTIN A RENDON,GUAYAS,GUAYAQUIL,NUEVE DE OCTUBRE,Particular,Urbana,10,2010-2011,2019-2020
09H02090,ALBA  CALDERON DE GIL,GUAYAS,GUAYAQUIL,XIMENA,Particular,Urbana,16,2010-2011,2025-2026
09H01826,ALMIRANTE ILLINGWORTH,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,12,2010-2011,2021-2022
09H05784,AMIGUITOS LECTORES,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,6,2010-2011,2015-2016
09H04008,ANIBAL ZEA,GUAYAS,EL TRIUNFO,EL TRIUNFO,Fiscal,Urbana,16,2010-2011,2025-2026
09H05443,ANTONIO NEUMANE,GUAYAS,SANTA LUCIA,SANTA LUCIA,Fiscal,Urbana,16,2010-2011,2025-2026
09H05787,AÃORANZA  DEL MAÃANA,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,11,2010-2011,2022-2023
